客戶代號,客戶簡稱,日  期,發票號碼,幣別,匯率,應收帳款,本幣未收帳款,備註,項目
21968738,久井仁德交流道站,2022/1/10,WY24058231,NT$,1,21767,21767,202110 處理費-行銷費用 台塑-久井仁德交流道站,202110 處理費-行銷費用
21968738,久井仁德交流道站,2022/1/10,WY24058232,NT$,1,288,288,202110 處理費-行銷獎勵回饋 台塑-久井仁德交流道站,202110 處理費-行銷獎勵
21968738,久井仁德交流道站,2022/3/22,ZA90344949,NT$,1,15946,15946,202111 處理費-行銷費用 台塑-久井仁德交流道站,202111 處理費-行銷費用
21968738,久井仁德交流道站,2022/3/22,ZA90344950,NT$,1,191,191,202111 處理費-行銷獎勵回饋 台塑-久井仁德交流道站,202111 處理費-行銷獎勵
21968738,久井仁德交流道站,2022/3/25,ZA90345204,NT$,1,20201,20201,202112 處理費-行銷費用 台塑-久井仁德交流道站,202112 處理費-行銷費用
21968738,久井仁德交流道站,2022/3/25,ZA90345205,NT$,1,290,290,202112 處理費-行銷獎勵回饋 台塑-久井仁德交流道站,202112 處理費-行銷獎勵
21968738,久井仁德交流道站,2022/4/8,ZA90346064,NT$,1,22600,22600,202201 處理費-行銷費用 台塑-久井仁德交流道站,202201 處理費-行銷費用
21968738,久井仁德交流道站,2022/4/8,ZA90346065,NT$,1,233,233,202201 處理費-行銷獎勵回饋 台塑-久井仁德交流道站,202201 處理費-行銷獎勵
21968738,久井仁德交流道站,2022/4/13,ZA90343589,NT$,1,22897,22897,202202 處理費-行銷費用 台塑-久井仁德交流道站,202202 處理費-行銷費用
21968738,久井仁德交流道站,2022/4/13,ZA90343590,NT$,1,185,185,202202 處理費-行銷獎勵回饋 台塑-久井仁德交流道站,202202 處理費-行銷獎勵
22305667,宏大,2021/10/29,SY80529665,NT$,1,68,0,202108 處理費-行銷費用 台塑-宏大,202108 處理費-行銷費用
22305667,宏大,2021/10/29,SY80529740,NT$,1,2861,0,202109 處理費-行銷費用 台塑-宏大,202109 處理費-行銷費用
22305667,宏大,2021/10/29,SY80529741,NT$,1,12,0,202109 處理費-行銷獎勵回饋 台塑-宏大,202109 處理費-行銷獎勵
22305667,宏大,2022/1/10,WY24058233,NT$,1,6957,0,202110 處理費-行銷費用 台塑-宏大,202110 處理費-行銷費用
22305667,宏大,2022/1/10,WY24058234,NT$,1,132,0,202110 處理費-行銷獎勵回饋 台塑-宏大,202110 處理費-行銷獎勵
22305667,宏大,2022/3/22,ZA90344951,NT$,1,9332,0,202111 處理費-行銷費用 台塑-宏大,202111 處理費-行銷費用
22305667,宏大,2022/3/22,ZA90344952,NT$,1,208,0,202111 處理費-行銷獎勵回饋 台塑-宏大,202111 處理費-行銷獎勵
22305667,宏大,2022/3/25,ZA90345206,NT$,1,8775,0,202112 處理費-行銷費用 台塑-宏大,202112 處理費-行銷費用
22305667,宏大,2022/3/25,ZA90345207,NT$,1,103,0,202112 處理費-行銷獎勵回饋 台塑-宏大,202112 處理費-行銷獎勵
22305667,宏大,2022/4/8,ZA90346066,NT$,1,9492,9492,202201 處理費-行銷費用 台塑-宏大,202201 處理費-行銷費用
22305667,宏大,2022/4/8,ZA90346067,NT$,1,141,141,202201 處理費-行銷獎勵回饋 台塑-宏大,202201 處理費-行銷獎勵
22305667,宏大,2022/4/13,ZA90343591,NT$,1,12503,12503,202202 處理費-行銷費用 台塑-宏大,202202 處理費-行銷費用
22305667,宏大,2022/4/13,ZA90343592,NT$,1,118,118,202202 處理費-行銷獎勵回饋 台塑-宏大,202202 處理費-行銷獎勵
22745790,西歐,2021/10/29,SY80529658,NT$,1,133,133,202107 處理費-行銷費用 西歐,202107 處理費-行銷費用
22745790,西歐,2021/10/29,SY80529659,NT$,1,3,3,202107 處理費-行銷獎勵回饋 西歐,202107 處理費-行銷獎勵
22745790,西歐,2021/10/29,SY80529742,NT$,1,16329,16329,202109 處理費-行銷費用 西歐,202109 處理費-行銷費用
22745790,西歐,2021/10/29,SY80529743,NT$,1,180,180,202109 處理費-行銷獎勵回饋 西歐,202109 處理費-行銷獎勵
22745790,西歐,2022/1/11,WY24058420,NT$,1,46551,46551,202110 處理費-行銷費用 西歐,202110 處理費-行銷費用
22745790,西歐,2022/1/11,WY24058421,NT$,1,173,173,202110 處理費-行銷獎勵回饋 西歐,202110 處理費-行銷獎勵
22745790,西歐,2022/3/16,ZA90344857,NT$,1,57173,57173,202111 處理費-行銷費用 西歐,202111 處理費-行銷費用
22745790,西歐,2022/3/16,ZA90344858,NT$,1,418,418,202111 處理費-行銷獎勵回饋 西歐,202111 處理費-行銷獎勵
22745790,西歐,2022/3/16,ZA90344861,NT$,1,60290,60290,202112 處理費-行銷費用 西歐,202112 處理費-行銷費用
22745790,西歐,2022/3/16,ZA90344862,NT$,1,611,611,202112 處理費-行銷獎勵回饋 西歐,202112 處理費-行銷獎勵
22745790,西歐,2022/4/13,ZA90346268,NT$,1,74795,74795,202201 處理費-行銷費用 西歐,202201 處理費-行銷費用
22745790,西歐,2022/4/13,ZA90346269,NT$,1,467,467,202201 處理費-行銷獎勵回饋 西歐,202201 處理費-行銷獎勵
22745790,西歐,2022/4/13,ZA90346270,NT$,1,77971,77971,202202 處理費-行銷費用 西歐,202202 處理費-行銷費用
22745790,西歐,2022/4/13,ZA90346271,NT$,1,614,614,202202 處理費-行銷獎勵回饋 西歐,202202 處理費-行銷獎勵
22745790,西歐,2022/4/13,ZA90346272,NT$,1,71375,71375,202203 處理費-行銷費用 西歐,202203 處理費-行銷費用
22745790,西歐,2022/4/13,ZA90346273,NT$,1,498,498,202203 處理費-行銷獎勵回饋 西歐,202203 處理費-行銷獎勵
22803904,明昌站,2021/10/29,SY80529744,NT$,1,1179,0,202109 處理費-行銷費用 台塑-明昌站,202109 處理費-行銷費用
22803904,明昌站,2022/1/10,WY24058235,NT$,1,3199,3199,202110 處理費-行銷費用 台塑-明昌站,202110 處理費-行銷費用
22803904,明昌站,2022/3/22,ZA90344953,NT$,1,3134,3134,202111 處理費-行銷費用 台塑-明昌站,202111 處理費-行銷費用
22803904,明昌站,2022/3/22,ZA90344954,NT$,1,76,76,202111 處理費-行銷獎勵回饋 台塑-明昌站,202111 處理費-行銷獎勵
22803904,明昌站,2022/3/25,ZA90345208,NT$,1,2250,2250,202112 處理費-行銷費用 台塑-明昌站,202112 處理費-行銷費用
22803904,明昌站,2022/4/8,ZA90346068,NT$,1,3834,3834,202201 處理費-行銷費用 台塑-明昌站,202201 處理費-行銷費用
22803904,明昌站,2022/4/13,ZA90343593,NT$,1,2506,2506,202202 處理費-行銷費用 台塑-明昌站,202202 處理費-行銷費用
22868379,福華,2021/10/29,SY80529745,NT$,1,3276,0,202109 處理費-行銷費用 台塑-福華,202109 處理費-行銷費用
22868379,福華,2021/10/29,SY80529746,NT$,1,33,0,202109 處理費-行銷獎勵回饋 台塑-福華,202109 處理費-行銷獎勵
22868379,福華,2022/1/10,WY24058236,NT$,1,10127,0,202110 處理費-行銷費用 台塑-福華,202110 處理費-行銷費用
22868379,福華,2022/1/10,WY24058237,NT$,1,54,0,202110 處理費-行銷獎勵回饋 台塑-福華,202110 處理費-行銷獎勵
22868379,福華,2022/3/22,ZA90344955,NT$,1,12222,0,202111 處理費-行銷費用 台塑-福華,202111 處理費-行銷費用
22868379,福華,2022/3/22,ZA90344956,NT$,1,5,0,202111 處理費-行銷獎勵回饋 台塑-福華,202111 處理費-行銷獎勵
22868379,福華,2022/3/25,ZA90345209,NT$,1,12708,0,202112 處理費-行銷費用 台塑-福華,202112 處理費-行銷費用
22868379,福華,2022/3/25,ZA90345210,NT$,1,156,0,202112 處理費-行銷獎勵回饋 台塑-福華,202112 處理費-行銷獎勵
22868379,福華,2022/4/8,ZA90346069,NT$,1,14941,14941,202201 處理費-行銷費用 台塑-福華,202201 處理費-行銷費用
22868379,福華,2022/4/8,ZA90346070,NT$,1,50,50,202201 處理費-行銷獎勵回饋 台塑-福華,202201 處理費-行銷獎勵
22868379,福華,2022/4/13,ZA90343594,NT$,1,15080,15080,202202 處理費-行銷費用 台塑-福華,202202 處理費-行銷費用
22868379,福華,2022/4/13,ZA90343595,NT$,1,60,60,202202 處理費-行銷獎勵回饋 台塑-福華,202202 處理費-行銷獎勵
22933250,鹿港站,2021/10/29,SY80529747,NT$,1,3050,3050,202109 處理費-行銷費用 台塑-鹿港加油站,202109 處理費-行銷費用
22933250,鹿港站,2021/10/29,SY80529748,NT$,1,39,39,202109 處理費-行銷獎勵回饋 台塑-鹿港加油站,202109 處理費-行銷獎勵
22933250,鹿港站,2022/1/10,WY24058238,NT$,1,10013,10013,202110 處理費-行銷費用 台塑-鹿港加油站,202110 處理費-行銷費用
22933250,鹿港站,2022/1/10,WY24058239,NT$,1,109,109,202110 處理費-行銷獎勵回饋 台塑-鹿港加油站,202110 處理費-行銷獎勵
22933250,鹿港站,2022/3/22,ZA90344957,NT$,1,9799,9799,202111 處理費-行銷費用 台塑-鹿港加油站,202111 處理費-行銷費用
22933250,鹿港站,2022/3/22,ZA90344958,NT$,1,92,92,202111 處理費-行銷獎勵回饋 台塑-鹿港加油站,202111 處理費-行銷獎勵
22933250,鹿港站,2022/3/25,ZA90345211,NT$,1,12090,12090,202112 處理費-行銷費用 台塑-鹿港加油站,202112 處理費-行銷費用
22933250,鹿港站,2022/3/25,ZA90345212,NT$,1,205,205,202112 處理費-行銷獎勵回饋 台塑-鹿港加油站,202112 處理費-行銷獎勵
22933250,鹿港站,2022/4/8,ZA90346071,NT$,1,16792,16792,202201 處理費-行銷費用 台塑-鹿港加油站,202201 處理費-行銷費用
22933250,鹿港站,2022/4/8,ZA90346072,NT$,1,294,294,202201 處理費-行銷獎勵回饋 台塑-鹿港加油站,202201 處理費-行銷獎勵
22933250,鹿港站,2022/4/13,ZA90343596,NT$,1,18120,18120,202202 處理費-行銷費用 台塑-鹿港加油站,202202 處理費-行銷費用
22933250,鹿港站,2022/4/13,ZA90343597,NT$,1,311,311,202202 處理費-行銷獎勵回饋 台塑-鹿港加油站,202202 處理費-行銷獎勵
22973034,東區,2021/10/29,SY80529749,NT$,1,1956,0,202109 處理費-行銷費用 台塑-東區,202109 處理費-行銷費用
22973034,東區,2021/10/29,SY80529750,NT$,1,20,0,202109 處理費-行銷獎勵回饋 台塑-東區,202109 處理費-行銷獎勵
22973034,東區,2022/1/10,WY24058240,NT$,1,4143,4143,202110 處理費-行銷費用 台塑-東區,202110 處理費-行銷費用
22973034,東區,2022/1/10,WY24058241,NT$,1,91,91,202110 處理費-行銷獎勵回饋 台塑-東區,202110 處理費-行銷獎勵
22973034,東區,2022/3/22,ZA90344959,NT$,1,5060,5060,202111 處理費-行銷費用 台塑-東區,202111 處理費-行銷費用
22973034,東區,2022/3/22,ZA90344960,NT$,1,83,83,202111 處理費-行銷獎勵回饋 台塑-東區,202111 處理費-行銷獎勵
22973034,東區,2022/3/25,ZA90345213,NT$,1,4055,4055,202112 處理費-行銷費用 台塑-東區,202112 處理費-行銷費用
22973034,東區,2022/3/25,ZA90345214,NT$,1,59,59,202112 處理費-行銷獎勵回饋 台塑-東區,202112 處理費-行銷獎勵
22973034,東區,2022/4/8,ZA90346073,NT$,1,6957,6957,202201 處理費-行銷費用 台塑-東區,202201 處理費-行銷費用
22973034,東區,2022/4/8,ZA90346074,NT$,1,26,26,202201 處理費-行銷獎勵回饋 台塑-東區,202201 處理費-行銷獎勵
22973034,東區,2022/4/13,ZA90343598,NT$,1,8033,8033,202202 處理費-行銷費用 台塑-東區,202202 處理費-行銷費用
22973034,東區,2022/4/13,ZA90343599,NT$,1,76,76,202202 處理費-行銷獎勵回饋 台塑-東區,202202 處理費-行銷獎勵
22998817,*  三和,2021/10/29,SY80529751,NT$,1,125,0,202109 處理費-行銷費用 台塑-三和,202109 處理費-行銷費用
22998817,*  三和,2021/10/29,SY80529752,NT$,1,1,0,202109 處理費-行銷獎勵回饋 台塑-三和,202109 處理費-行銷獎勵
22998817,*  三和,2022/1/10,WY24058242,NT$,1,228,0,202110 處理費-行銷費用 台塑-三和,202110 處理費-行銷費用
22998817,*  三和,2022/3/22,ZA90344961,NT$,1,116,0,202111 處理費-行銷費用 台塑-三和,202111 處理費-行銷費用
22998817,*  三和,2022/3/22,ZA90344962,NT$,1,3,0,202111 處理費-行銷獎勵回饋 台塑-三和,202111 處理費-行銷獎勵
22998817,*  三和,2022/3/25,ZA90345215,NT$,1,476,0,202112 處理費-行銷費用 台塑-三和,202112 處理費-行銷費用
22998817,*  三和,2022/3/25,ZA90345216,NT$,1,5,0,202112 處理費-行銷獎勵回饋 台塑-三和,202112 處理費-行銷獎勵
22998817,*  三和,2022/4/8,ZA90346075,NT$,1,1529,1529,202201 處理費-行銷費用 台塑-三和,202201 處理費-行銷費用
22998817,*  三和,2022/4/13,ZA90343600,NT$,1,1356,1356,202202 處理費-行銷費用 台塑-三和,202202 處理費-行銷費用
22998817,*  三和,2022/4/13,ZA90343601,NT$,1,5,5,202202 處理費-行銷獎勵回饋 台塑-三和,202202 處理費-行銷獎勵
23115927,世新礁溪站,2021/10/29,SY80529753,NT$,1,374,0,202109 處理費-行銷費用 台塑-世新礁溪,202109 處理費-行銷費用
23115927,世新礁溪站,2022/1/10,WY24058243,NT$,1,6819,0,202110 處理費-行銷費用 台塑-世新礁溪,202110 處理費-行銷費用
23115927,世新礁溪站,2022/1/10,WY24058244,NT$,1,82,0,202110 處理費-行銷獎勵回饋 台塑-世新礁溪,202110 處理費-行銷獎勵
23115927,世新礁溪站,2022/3/22,ZA90344963,NT$,1,8443,0,202111 處理費-行銷費用 台塑-世新礁溪,202111 處理費-行銷費用
23115927,世新礁溪站,2022/3/22,ZA90344964,NT$,1,19,0,202111 處理費-行銷獎勵回饋 台塑-世新礁溪,202111 處理費-行銷獎勵
23115927,世新礁溪站,2022/3/25,ZA90345217,NT$,1,7077,7077,202112 處理費-行銷費用 台塑-世新礁溪,202112 處理費-行銷費用
23115927,世新礁溪站,2022/3/25,ZA90345218,NT$,1,12,12,202112 處理費-行銷獎勵回饋 台塑-世新礁溪,202112 處理費-行銷獎勵
23115927,世新礁溪站,2022/4/8,ZA90346076,NT$,1,9979,9979,202201 處理費-行銷費用 台塑-世新礁溪,202201 處理費-行銷費用
23115927,世新礁溪站,2022/4/8,ZA90346077,NT$,1,70,70,202201 處理費-行銷獎勵回饋 台塑-世新礁溪,202201 處理費-行銷獎勵
23115927,世新礁溪站,2022/4/13,ZA90343602,NT$,1,16254,16254,202202 處理費-行銷費用 台塑-世新礁溪,202202 處理費-行銷費用
23115927,世新礁溪站,2022/4/13,ZA90343603,NT$,1,75,75,202202 處理費-行銷獎勵回饋 台塑-世新礁溪,202202 處理費-行銷獎勵
23347855,明月潭,2021/10/29,SY80529666,NT$,1,3,3,202108 處理費-行銷獎勵回饋 台塑-明月潭,202108 處理費-行銷獎勵
23347855,明月潭,2021/10/29,SY80529754,NT$,1,878,878,202109 處理費-行銷費用 台塑-明月潭,202109 處理費-行銷費用
23347855,明月潭,2021/10/29,SY80529755,NT$,1,12,12,202109 處理費-行銷獎勵回饋 台塑-明月潭,202109 處理費-行銷獎勵
23347855,明月潭,2022/1/10,WY24058245,NT$,1,1847,1847,202110 處理費-行銷費用 台塑-明月潭,202110 處理費-行銷費用
23347855,明月潭,2022/1/10,WY24058246,NT$,1,32,32,202110 處理費-行銷獎勵回饋 台塑-明月潭,202110 處理費-行銷獎勵
23347855,明月潭,2022/3/22,ZA90344965,NT$,1,2799,2799,202111 處理費-行銷費用 台塑-明月潭,202111 處理費-行銷費用
23347855,明月潭,2022/3/22,ZA90344966,NT$,1,26,26,202111 處理費-行銷獎勵回饋 台塑-明月潭,202111 處理費-行銷獎勵
23347855,明月潭,2022/3/25,ZA90345219,NT$,1,3444,3444,202112 處理費-行銷費用 台塑-明月潭,202112 處理費-行銷費用
23347855,明月潭,2022/3/25,ZA90345220,NT$,1,8,8,202112 處理費-行銷獎勵回饋 台塑-明月潭,202112 處理費-行銷獎勵
23347855,明月潭,2022/4/8,ZA90346078,NT$,1,3325,0,202201 處理費-行銷費用 台塑-明月潭,202201 處理費-行銷費用
23347855,明月潭,2022/4/8,ZA90346079,NT$,1,14,0,202201 處理費-行銷獎勵回饋 台塑-明月潭,202201 處理費-行銷獎勵
23347855,明月潭,2022/4/13,ZA90343604,NT$,1,3664,0,202202 處理費-行銷費用 台塑-明月潭,202202 處理費-行銷費用
23347855,明月潭,2022/4/13,ZA90343605,NT$,1,4,0,202202 處理費-行銷獎勵回饋 台塑-明月潭,202202 處理費-行銷獎勵
23351999,加昌,2021/10/29,SY80529756,NT$,1,1450,0,202109 處理費-行銷費用 台塑-加昌,202109 處理費-行銷費用
23351999,加昌,2021/10/29,SY80529757,NT$,1,130,0,202109 處理費-行銷獎勵回饋 台塑-加昌,202109 處理費-行銷獎勵
23351999,加昌,2022/1/10,WY24058247,NT$,1,5760,0,202110 處理費-行銷費用 台塑-加昌,202110 處理費-行銷費用
23351999,加昌,2022/1/10,WY24058248,NT$,1,97,0,202110 處理費-行銷獎勵回饋 台塑-加昌,202110 處理費-行銷獎勵
23351999,加昌,2022/3/22,ZA90344967,NT$,1,5263,0,202111 處理費-行銷費用 台塑-加昌,202111 處理費-行銷費用
23351999,加昌,2022/3/22,ZA90344968,NT$,1,45,0,202111 處理費-行銷獎勵回饋 台塑-加昌,202111 處理費-行銷獎勵
23351999,加昌,2022/3/25,ZA90345221,NT$,1,6348,6348,202112 處理費-行銷費用 台塑-加昌,202112 處理費-行銷費用
23351999,加昌,2022/3/25,ZA90345222,NT$,1,40,40,202112 處理費-行銷獎勵回饋 台塑-加昌,202112 處理費-行銷獎勵
23351999,加昌,2022/4/8,ZA90346080,NT$,1,9177,9177,202201 處理費-行銷費用 台塑-加昌,202201 處理費-行銷費用
23351999,加昌,2022/4/8,ZA90346081,NT$,1,156,156,202201 處理費-行銷獎勵回饋 台塑-加昌,202201 處理費-行銷獎勵
23351999,加昌,2022/4/13,ZA90343606,NT$,1,9971,9971,202202 處理費-行銷費用 台塑-加昌,202202 處理費-行銷費用
23351999,加昌,2022/4/13,ZA90343607,NT$,1,55,55,202202 處理費-行銷獎勵回饋 台塑-加昌,202202 處理費-行銷獎勵
23359628,二重埔加油站,2021/10/29,SY80529758,NT$,1,728,0,202109 處理費-行銷費用 台塑-二重埔加油站,202109 處理費-行銷費用
23359628,二重埔加油站,2022/1/10,WY24058249,NT$,1,2390,0,202110 處理費-行銷費用 台塑-二重埔加油站,202110 處理費-行銷費用
23359628,二重埔加油站,2022/1/10,WY24058250,NT$,1,15,0,202110 處理費-行銷獎勵回饋 台塑-二重埔加油站,202110 處理費-行銷獎勵
23359628,二重埔加油站,2022/3/22,ZA90344969,NT$,1,2484,0,202111 處理費-行銷費用 台塑-二重埔加油站,202111 處理費-行銷費用
23359628,二重埔加油站,2022/3/22,ZA90344970,NT$,1,6,0,202111 處理費-行銷獎勵回饋 台塑-二重埔加油站,202111 處理費-行銷獎勵
23359628,二重埔加油站,2022/3/25,ZA90345223,NT$,1,1897,0,202112 處理費-行銷費用 台塑-二重埔加油站,202112 處理費-行銷費用
23359628,二重埔加油站,2022/3/25,ZA90345224,NT$,1,42,0,202112 處理費-行銷獎勵回饋 台塑-二重埔加油站,202112 處理費-行銷獎勵
23359628,二重埔加油站,2022/4/8,ZA90346082,NT$,1,2813,0,202201 處理費-行銷費用 台塑-二重埔加油站,202201 處理費-行銷費用
23359628,二重埔加油站,2022/4/8,ZA90346083,NT$,1,15,0,202201 處理費-行銷獎勵回饋 台塑-二重埔加油站,202201 處理費-行銷獎勵
23359628,二重埔加油站,2022/4/13,ZA90343608,NT$,1,3035,0,202202 處理費-行銷費用 台塑-二重埔加油站,202202 處理費-行銷費用
23359628,二重埔加油站,2022/4/13,ZA90343609,NT$,1,30,0,202202 處理費-行銷獎勵回饋 台塑-二重埔加油站,202202 處理費-行銷獎勵
23798350,鑫德,2021/10/29,SY80529759,NT$,1,1721,1721,202109 處理費-行銷費用 台塑-鑫德,202109 處理費-行銷費用
23798350,鑫德,2021/10/29,SY80529760,NT$,1,36,36,202109 處理費-行銷獎勵回饋 台塑-鑫德,202109 處理費-行銷獎勵
23798350,鑫德,2022/1/10,WY24058251,NT$,1,4040,4040,202110 處理費-行銷費用 台塑-鑫德,202110 處理費-行銷費用
23798350,鑫德,2022/1/10,WY24058252,NT$,1,55,55,202110 處理費-行銷獎勵回饋 台塑-鑫德,202110 處理費-行銷獎勵
23798350,鑫德,2022/3/22,ZA90344971,NT$,1,3232,3232,202111 處理費-行銷費用 台塑-鑫德,202111 處理費-行銷費用
23798350,鑫德,2022/3/22,ZA90344972,NT$,1,14,14,202111 處理費-行銷獎勵回饋 台塑-鑫德,202111 處理費-行銷獎勵
23798350,鑫德,2022/3/25,ZA90345225,NT$,1,2543,2543,202112 處理費-行銷費用 台塑-鑫德,202112 處理費-行銷費用
23798350,鑫德,2022/3/25,ZA90345226,NT$,1,104,104,202112 處理費-行銷獎勵回饋 台塑-鑫德,202112 處理費-行銷獎勵
23798350,鑫德,2022/4/8,ZA90346084,NT$,1,4497,4497,202201 處理費-行銷費用 台塑-鑫德,202201 處理費-行銷費用
23798350,鑫德,2022/4/8,ZA90346085,NT$,1,106,106,202201 處理費-行銷獎勵回饋 台塑-鑫德,202201 處理費-行銷獎勵
23798350,鑫德,2022/4/13,ZA90343610,NT$,1,7161,7161,202202 處理費-行銷費用 台塑-鑫德,202202 處理費-行銷費用
23798350,鑫德,2022/4/13,ZA90343611,NT$,1,70,70,202202 處理費-行銷獎勵回饋 台塑-鑫德,202202 處理費-行銷獎勵
23824532,恆通,2021/10/29,SY80529761,NT$,1,1116,0,202109 處理費-行銷費用 台塑-恆通,202109 處理費-行銷費用
23824532,恆通,2021/10/29,SY80529762,NT$,1,5,0,202109 處理費-行銷獎勵回饋 台塑-恆通,202109 處理費-行銷獎勵
23824532,恆通,2022/1/10,WY24058253,NT$,1,2560,0,202110 處理費-行銷費用 台塑-恆通,202110 處理費-行銷費用
23824532,恆通,2022/1/10,WY24058254,NT$,1,31,0,202110 處理費-行銷獎勵回饋 台塑-恆通,202110 處理費-行銷獎勵
23824532,恆通,2022/3/22,ZA90344973,NT$,1,2505,2505,202111 處理費-行銷費用 台塑-恆通,202111 處理費-行銷費用
23824532,恆通,2022/3/22,ZA90344974,NT$,1,13,13,202111 處理費-行銷獎勵回饋 台塑-恆通,202111 處理費-行銷獎勵
23824532,恆通,2022/3/25,ZA90345227,NT$,1,2484,2484,202112 處理費-行銷費用 台塑-恆通,202112 處理費-行銷費用
23824532,恆通,2022/3/25,ZA90345228,NT$,1,5,5,202112 處理費-行銷獎勵回饋 台塑-恆通,202112 處理費-行銷獎勵
23824532,恆通,2022/4/8,ZA90346086,NT$,1,4089,0,202201 處理費-行銷費用 台塑-恆通,202201 處理費-行銷費用
23824532,恆通,2022/4/8,ZA90346087,NT$,1,15,0,202201 處理費-行銷獎勵回饋 台塑-恆通,202201 處理費-行銷獎勵
23824532,恆通,2022/4/13,ZA90343612,NT$,1,5342,0,202202 處理費-行銷費用 台塑-恆通,202202 處理費-行銷費用
24221931,瑞洋站,2021/10/29,SY80529667,NT$,1,174,174,202108 處理費-行銷費用 台塑-瑞洋站,202108 處理費-行銷費用
24221931,瑞洋站,2021/10/29,SY80529668,NT$,1,12,12,202108 處理費-行銷獎勵回饋 台塑-瑞洋站,202108 處理費-行銷獎勵
24221931,瑞洋站,2021/10/29,SY80529763,NT$,1,477,477,202109 處理費-行銷費用 台塑-瑞洋站,202109 處理費-行銷費用
24221931,瑞洋站,2021/10/29,SY80529764,NT$,1,26,26,202109 處理費-行銷獎勵回饋 台塑-瑞洋站,202109 處理費-行銷獎勵
24221931,瑞洋站,2022/1/10,WY24058255,NT$,1,1480,1480,202110 處理費-行銷費用 台塑-瑞洋站,202110 處理費-行銷費用
24221931,瑞洋站,2022/1/10,WY24058256,NT$,1,4,4,202110 處理費-行銷獎勵回饋 台塑-瑞洋站,202110 處理費-行銷獎勵
24221931,瑞洋站,2022/3/22,ZA90344975,NT$,1,1222,1222,202111 處理費-行銷費用 台塑-瑞洋站,202111 處理費-行銷費用
24221931,瑞洋站,2022/3/25,ZA90345229,NT$,1,922,922,202112 處理費-行銷費用 台塑-瑞洋站,202112 處理費-行銷費用
24221931,瑞洋站,2022/4/8,ZA90346088,NT$,1,1696,1696,202201 處理費-行銷費用 台塑-瑞洋站,202201 處理費-行銷費用
24221931,瑞洋站,2022/4/13,ZA90343613,NT$,1,2600,2600,202202 處理費-行銷費用 台塑-瑞洋站,202202 處理費-行銷費用
24221931,瑞洋站,2022/4/13,ZA90343614,NT$,1,9,9,202202 處理費-行銷獎勵回饋 台塑-瑞洋站,202202 處理費-行銷獎勵
24729748,豫章濱,2021/10/29,,NT$,1,0,0,202109 處理費-行銷費用 台塑-豫章濱站,202109 處理費-行銷費用
24729748,豫章濱,2021/10/29,SY80529765,NT$,1,60,60,202109 處理費-行銷獎勵回饋 台塑-豫章濱站,202109 處理費-行銷獎勵
24729748,豫章濱,2022/1/10,WY24058257,NT$,1,1130,1130,202110 處理費-行銷費用 台塑-豫章濱站,202110 處理費-行銷費用
24729748,豫章濱,2022/1/10,WY24058258,NT$,1,58,58,202110 處理費-行銷獎勵回饋 台塑-豫章濱站,202110 處理費-行銷獎勵
24729748,豫章濱,2022/3/22,ZA90344976,NT$,1,1170,1170,202111 處理費-行銷費用 台塑-豫章濱站,202111 處理費-行銷費用
24729748,豫章濱,2022/3/22,ZA90344977,NT$,1,97,97,202111 處理費-行銷獎勵回饋 台塑-豫章濱站,202111 處理費-行銷獎勵
24729748,豫章濱,2022/3/25,ZA90345230,NT$,1,1542,1542,202112 處理費-行銷費用 台塑-豫章濱站,202112 處理費-行銷費用
24729748,豫章濱,2022/3/25,ZA90345231,NT$,1,100,100,202112 處理費-行銷獎勵回饋 台塑-豫章濱站,202112 處理費-行銷獎勵
24729748,豫章濱,2022/4/8,ZA90346089,NT$,1,1882,1882,202201 處理費-行銷費用 台塑-豫章濱站,202201 處理費-行銷費用
24729748,豫章濱,2022/4/8,ZA90346090,NT$,1,25,25,202201 處理費-行銷獎勵回饋 台塑-豫章濱站,202201 處理費-行銷獎勵
24729748,豫章濱,2022/4/13,ZA90343615,NT$,1,2368,2368,202202 處理費-行銷費用 台塑-豫章濱站,202202 處理費-行銷費用
24729748,豫章濱,2022/4/13,ZA90343616,NT$,1,57,57,202202 處理費-行銷獎勵回饋 台塑-豫章濱站,202202 處理費-行銷獎勵
25005137,中龍站,2021/10/29,SY80529766,NT$,1,607,0,202109 處理費-行銷費用 台塑-中龍站,202109 處理費-行銷費用
25005137,中龍站,2021/10/29,SY80529767,NT$,1,17,0,202109 處理費-行銷獎勵回饋 台塑-中龍站,202109 處理費-行銷獎勵
25005137,中龍站,2022/1/10,WY24058259,NT$,1,1584,1584,202110 處理費-行銷費用 台塑-中龍站,202110 處理費-行銷費用
25005137,中龍站,2022/1/10,WY24058260,NT$,1,8,8,202110 處理費-行銷獎勵回饋 台塑-中龍站,202110 處理費-行銷獎勵
25005137,中龍站,2022/3/22,ZA90344978,NT$,1,1558,0,202111 處理費-行銷費用 台塑-中龍站,202111 處理費-行銷費用
25005137,中龍站,2022/3/22,ZA90344979,NT$,1,33,0,202111 處理費-行銷獎勵回饋 台塑-中龍站,202111 處理費-行銷獎勵
25005137,中龍站,2022/3/25,ZA90345232,NT$,1,2970,0,202112 處理費-行銷費用 台塑-中龍站,202112 處理費-行銷費用
25005137,中龍站,2022/3/25,ZA90345233,NT$,1,20,0,202112 處理費-行銷獎勵回饋 台塑-中龍站,202112 處理費-行銷獎勵
